1,0,0,
0,1,0,
0,0,1,
1,9.49e-05,0,
-9.49e-05,1,0,
0,0,1,
1,0.0002847,0,
-0.0002847,1,0,
0,0,1,
1,0.0005694,0,
-0.0005694,1,0,
0,0,1,
1,0.000949,0,
-0.000949,1,0,
0,0,1,
0.999999,0.0014235,0,
-0.0014235,0.999999,0,
0,0,1,
0.999998,0.0019929,0,
-0.0019929,0.999998,0,
0,0,1,
0.999996,0.0026572,0,
-0.0026572,0.999996,0,
0,0,1,
0.999994,0.00341639,0,
-0.00341639,0.999994,0,
0,0,1,
0.999991,0.00427049,0,
-0.00427049,0.999991,0,
0,0,1,
0.999986,0.00521948,0,
-0.00521948,0.999986,0,
0,0,1,
0.99998,0.00626336,0,
-0.00626336,0.99998,0,
0,0,1,
0.999973,0.00740213,0,
-0.00740213,0.999973,0,
0,0,1,
0.999963,0.00863579,0,
-0.00863579,0.999963,0,
0,0,1,
0.99995,0.00996433,0,
-0.00996433,0.99995,0,
0,0,1,
0.999935,0.0113878,0,
-0.0113878,0.999935,0,
0,0,1,
0.999917,0.012906,0,
-0.012906,0.999917,0,
0,0,1,
0.999895,0.0145192,0,
-0.0145192,0.999895,0,
0,0,1,
0.999868,0.0162272,0,
-0.0162272,0.999868,0,
0,0,1,
0.999837,0.01803,0,
-0.01803,0.999837,0,
0,0,1,
0.999801,0.0199277,0,
-0.0199277,0.999801,0,
0,0,1,
0.99976,0.0219201,0,
-0.0219201,0.99976,0,
0,0,1,
0.999712,0.0240074,0,
-0.0240074,0.999712,0,
0,0,1,
0.999657,0.0261894,0,
-0.0261894,0.999657,0,
0,0,1,
0.999595,0.0284662,0,
-0.0284662,0.999595,0,
0,0,1,
0.999524,0.0308376,0,
-0.0308376,0.999524,0,
0,0,1,
0.999445,0.0333038,0,
-0.0333038,0.999445,0,
0,0,1,
0.999357,0.0358645,0,
-0.0358645,0.999357,0,
0,0,1,
0.999258,0.0385199,0,
-0.0385199,0.999258,0,
0,0,1,
0.999148,0.0412698,0,
-0.0412698,0.999148,0,
0,0,1,
0.999026,0.0441142,0,
-0.0441142,0.999026,0,
0,0,1,
0.998892,0.047053,0,
-0.047053,0.998892,0,
0,0,1,
0.998745,0.0500863,0,
-0.0500863,0.998745,0,
0,0,1,
0.998583,0.0532138,0,
-0.0532138,0.998583,0,
0,0,1,
0.998406,0.0564355,0,
-0.0564355,0.998406,0,
0,0,1,
0.998213,0.0597514,0,
-0.0597514,0.998213,0,
0,0,1,
0.998003,0.0631614,0,
-0.0631614,0.998003,0,
0,0,1,
0.997775,0.0666653,0,
-0.0666653,0.997775,0,
0,0,1,
0.997528,0.070263,0,
-0.070263,0.997528,0,
0,0,1,
0.997262,0.0739545,0,
-0.0739545,0.997262,0,
0,0,1,
0.996974,0.0777396,0,
-0.0777396,0.996974,0,
0,0,1,
0.996664,0.0816181,0,
-0.0816181,0.996664,0,
0,0,1,
0.99633,0.08559,0,
-0.08559,0.99633,0,
0,0,1,
0.995973,0.089655,0,
-0.089655,0.995973,0,
0,0,1,
0.99559,0.093813,0,
-0.093813,0.99559,0,
0,0,1,
0.99518,0.0980638,0,
-0.0980638,0.99518,0,
0,0,1,
0.994743,0.102407,0,
-0.102407,0.994743,0,
0,0,1,
0.994276,0.106843,0,
-0.106843,0.994276,0,
0,0,1,
0.993779,0.111371,0,
-0.111371,0.993779,0,
0,0,1,
0.99325,0.115991,0,
-0.115991,0.99325,0,
0,0,1,
0.992689,0.120703,0,
-0.120703,0.992689,0,
0,0,1,
0.992093,0.125506,0,
-0.125506,0.992093,0,
0,0,1,
0.991461,0.1304,0,
-0.1304,0.991461,0,
0,0,1,
0.990793,0.135385,0,
-0.135385,0.990793,0,
0,0,1,
0.990086,0.140461,0,
-0.140461,0.990086,0,
0,0,1,
0.98934,0.145627,0,
-0.145627,0.98934,0,
0,0,1,
0.988552,0.150882,0,
-0.150882,0.988552,0,
0,0,1,
0.987721,0.156227,0,
-0.156227,0.987721,0,
0,0,1,
0.986846,0.161662,0,
-0.161662,0.986846,0,
0,0,1,
0.985926,0.167185,0,
-0.167185,0.985926,0,
0,0,1,
0.984958,0.172796,0,
-0.172796,0.984958,0,
0,0,1,
0.983941,0.178495,0,
-0.178495,0.983941,0,
0,0,1,
0.982874,0.184281,0,
-0.184281,0.982874,0,
0,0,1,
0.981754,0.190154,0,
-0.190154,0.981754,0,
0,0,1,
0.980581,0.196113,0,
-0.196113,0.980581,0,
0,0,1,
0.979353,0.202158,0,
-0.202158,0.979353,0,
0,0,1,
0.978067,0.208288,0,
-0.208288,0.978067,0,
0,0,1,
0.976723,0.214503,0,
-0.214503,0.976723,0,
0,0,1,
0.975319,0.220801,0,
-0.220801,0.975319,0,
0,0,1,
0.973852,0.227183,0,
-0.227183,0.973852,0,
0,0,1,
0.972321,0.233647,0,
-0.233647,0.972321,0,
0,0,1,
0.970725,0.240194,0,
-0.240194,0.970725,0,
0,0,1,
0.969061,0.246821,0,
-0.246821,0.969061,0,
0,0,1,
0.967328,0.253528,0,
-0.253528,0.967328,0,
0,0,1,
0.965524,0.260315,0,
-0.260315,0.965524,0,
0,0,1,
0.963646,0.267181,0,
-0.267181,0.963646,0,
0,0,1,
0.961694,0.274124,0,
-0.274124,0.961694,0,
0,0,1,
0.959666,0.281144,0,
-0.281144,0.959666,0,
0,0,1,
0.957558,0.28824,0,
-0.28824,0.957558,0,
0,0,1,
0.95537,0.295411,0,
-0.295411,0.95537,0,
0,0,1,
0.9531,0.302655,0,
-0.302655,0.9531,0,
0,0,1,
