1,-1.23685e-06,0,
1.23685e-06,1,0,
0,0,1,
1,-2.4737e-06,0,
2.4737e-06,1,0,
0,0,1,
1,-3.71054e-06,0,
3.71054e-06,1,0,
0,0,1,
1,-4.94739e-06,0,
4.94739e-06,1,0,
0,0,1,
1,-6.18424e-06,0,
6.18424e-06,1,0,
0,0,1,
1,-7.42109e-06,0,
7.42109e-06,1,0,
0,0,1,
1,-8.65793e-06,0,
8.65793e-06,1,0,
0,0,1,
1,-9.89478e-06,0,
9.89478e-06,1,0,
0,0,1,
1,-1.11316e-05,0,
1.11316e-05,1,0,
0,0,1,
1,-1.23685e-05,0,
1.23685e-05,1,0,
0,0,1,
1,-1.36053e-05,0,
1.36053e-05,1,0,
0,0,1,
1,-1.48422e-05,0,
1.48422e-05,1,0,
0,0,1,
1,-1.6079e-05,0,
1.6079e-05,1,0,
0,0,1,
1,-1.73159e-05,0,
1.73159e-05,1,0,
0,0,1,
1,-1.85527e-05,0,
1.85527e-05,1,0,
0,0,1,
1,-1.97896e-05,0,
1.97896e-05,1,0,
0,0,1,
1,-2.10264e-05,0,
2.10264e-05,1,0,
0,0,1,
1,-2.22633e-05,0,
2.22633e-05,1,0,
0,0,1,
1,-2.35001e-05,0,
2.35001e-05,1,0,
0,0,1,
1,-2.4737e-05,0,
2.4737e-05,1,0,
0,0,1,
1,-2.59738e-05,0,
2.59738e-05,1,0,
0,0,1,
1,-2.72106e-05,0,
2.72106e-05,1,0,
0,0,1,
1,-2.84475e-05,0,
2.84475e-05,1,0,
0,0,1,
1,-2.96843e-05,0,
2.96843e-05,1,0,
0,0,1,
1,-3.09212e-05,0,
3.09212e-05,1,0,
0,0,1,
1,-3.2158e-05,0,
3.2158e-05,1,0,
0,0,1,
1,-3.33949e-05,0,
3.33949e-05,1,0,
0,0,1,
1,-3.46317e-05,0,
3.46317e-05,1,0,
0,0,1,
1,-3.58686e-05,0,
3.58686e-05,1,0,
0,0,1,
1,-3.71054e-05,0,
3.71054e-05,1,0,
0,0,1,
1,-3.83423e-05,0,
3.83423e-05,1,0,
0,0,1,
1,-3.95791e-05,0,
3.95791e-05,1,0,
0,0,1,
1,-4.0816e-05,0,
4.0816e-05,1,0,
0,0,1,
1,-4.20528e-05,0,
4.20528e-05,1,0,
0,0,1,
1,-4.32897e-05,0,
4.32897e-05,1,0,
0,0,1,
1,-4.45265e-05,0,
4.45265e-05,1,0,
0,0,1,
1,-4.57634e-05,0,
4.57634e-05,1,0,
0,0,1,
1,-4.70002e-05,0,
4.70002e-05,1,0,
0,0,1,
1,-4.82371e-05,0,
4.82371e-05,1,0,
0,0,1,
1,-4.94739e-05,0,
4.94739e-05,1,0,
0,0,1,
1,-5.07107e-05,0,
5.07107e-05,1,0,
0,0,1,
1,-5.19476e-05,0,
5.19476e-05,1,0,
0,0,1,
1,-5.31844e-05,0,
5.31844e-05,1,0,
0,0,1,
1,-5.44213e-05,0,
5.44213e-05,1,0,
0,0,1,
1,-5.56581e-05,0,
5.56581e-05,1,0,
0,0,1,
1,-5.6895e-05,0,
5.6895e-05,1,0,
0,0,1,
1,-5.81318e-05,0,
5.81318e-05,1,0,
0,0,1,
1,-5.93687e-05,0,
5.93687e-05,1,0,
0,0,1,
1,-6.06055e-05,0,
6.06055e-05,1,0,
0,0,1,
1,-6.18424e-05,0,
6.18424e-05,1,0,
0,0,1,
1,-6.30792e-05,0,
6.30792e-05,1,0,
0,0,1,
1,-6.43161e-05,0,
6.43161e-05,1,0,
0,0,1,
1,-6.55529e-05,0,
6.55529e-05,1,0,
0,0,1,
1,-6.67898e-05,0,
6.67898e-05,1,0,
0,0,1,
1,-6.80266e-05,0,
6.80266e-05,1,0,
0,0,1,
1,-6.92635e-05,0,
6.92635e-05,1,0,
0,0,1,
1,-7.05003e-05,0,
7.05003e-05,1,0,
0,0,1,
1,-7.17372e-05,0,
7.17372e-05,1,0,
0,0,1,
1,-7.2974e-05,0,
7.2974e-05,1,0,
0,0,1,
1,-7.42109e-05,0,
7.42109e-05,1,0,
0,0,1,
1,-7.54477e-05,0,
7.54477e-05,1,0,
0,0,1,
1,-7.66845e-05,0,
7.66845e-05,1,0,
0,0,1,
1,-7.79214e-05,0,
7.79214e-05,1,0,
0,0,1,
1,-7.91582e-05,0,
7.91582e-05,1,0,
0,0,1,
1,-8.03951e-05,0,
8.03951e-05,1,0,
0,0,1,
1,-8.16319e-05,0,
8.16319e-05,1,0,
0,0,1,
1,-8.28688e-05,0,
8.28688e-05,1,0,
0,0,1,
1,-8.41056e-05,0,
8.41056e-05,1,0,
0,0,1,
1,-8.53425e-05,0,
8.53425e-05,1,0,
0,0,1,
1,-8.65793e-05,0,
8.65793e-05,1,0,
0,0,1,
1,-8.78162e-05,0,
8.78162e-05,1,0,
0,0,1,
1,-8.9053e-05,0,
8.9053e-05,1,0,
0,0,1,
1,-9.02899e-05,0,
9.02899e-05,1,0,
0,0,1,
1,-9.15267e-05,0,
9.15267e-05,1,0,
0,0,1,
1,-9.27636e-05,0,
9.27636e-05,1,0,
0,0,1,
1,-9.40004e-05,0,
9.40004e-05,1,0,
0,0,1,
1,-9.52373e-05,0,
9.52373e-05,1,0,
0,0,1,
1,-9.64741e-05,0,
9.64741e-05,1,0,
0,0,1,
1,-9.7711e-05,0,
9.7711e-05,1,0,
0,0,1,
1,-9.89478e-05,0,
9.89478e-05,1,0,
0,0,1,
1,-0.000100185,0,
0.000100185,1,0,
0,0,1,
1,-0.000101421,0,
0.000101421,1,0,
0,0,1,
1,-0.000102658,0,
0.000102658,1,0,
0,0,1,
1,-0.000103895,0,
0.000103895,1,0,
0,0,1,
1,-0.000105132,0,
0.000105132,1,0,
0,0,1,
1,-0.000106369,0,
0.000106369,1,0,
0,0,1,
1,-0.000107606,0,
0.000107606,1,0,
0,0,1,
1,-0.000108843,0,
0.000108843,1,0,
0,0,1,
1,-0.000110079,0,
0.000110079,1,0,
0,0,1,
1,-0.000111316,0,
0.000111316,1,0,
0,0,1,
1,-0.000112553,0,
0.000112553,1,0,
0,0,1,
1,-0.00011379,0,
0.00011379,1,0,
0,0,1,
1,-0.000115027,0,
0.000115027,1,0,
0,0,1,
1,-0.000116264,0,
0.000116264,1,0,
0,0,1,
1,-0.000117501,0,
0.000117501,1,0,
0,0,1,
1,-0.000118737,0,
0.000118737,1,0,
0,0,1,
1,-0.000119974,0,
0.000119974,1,0,
0,0,1,
1,-0.000121211,0,
0.000121211,1,0,
0,0,1,
1,-0.000122448,0,
0.000122448,1,0,
0,0,1,
1,-0.000123685,0,
0.000123685,1,0,
0,0,1,
1,-0.000124922,0,
0.000124922,1,0,
0,0,1,
1,-0.000126158,0,
0.000126158,1,0,
0,0,1,
1,-0.000127395,0,
0.000127395,1,0,
0,0,1,
1,-0.000128632,0,
0.000128632,1,0,
0,0,1,
1,-0.000129869,0,
0.000129869,1,0,
0,0,1,
1,-0.000131106,0,
